path,title_len,meta_len,h1_count,h2_count,h3_count,word_count,canonical,canonical_ok,canonical_abs,robots,is_noindex,has_og_image,og_image_abs,img_count,img_missing_wh,img_missing_alt,amazon_img_count,amazon_missing_wh,img_lazy,img_non_lazy,blog_out_links,app_links,external_links,indegree,click_depth,in_sitemap,broken_blog_links,weak_anchor_count,anchor_count,cta_anchor_count,has_blogposting,has_breadcrumb_schema,has_preconnect
/blog/shokz-openrun-pro-2-review,63,151,1,19,24,5359,https://www.correrjuntos.com/blog/shokz-openrun-pro-2-review,1,1,"index, follow",0,1,1,4,0,1,1,0,2,2,12,5,20,8,1,1,,3,78,2,1,1,1
/blog/smartwatch-vs-reloj-gps-running,54,159,1,16,24,6299,https://www.correrjuntos.com/blog/smartwatch-vs-reloj-gps-running,1,1,"index, follow",0,1,1,7,0,1,4,0,5,2,19,5,28,3,1,1,,4,74,2,1,1,1
/blog/snacks-energeticos-running,54,147,1,10,16,1695,https://www.correrjuntos.com/blog/snacks-energeticos-running,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,20,5,14,12,1,0,,3,55,2,1,1,1
/blog/soft-flasks-running,51,158,1,5,9,1760,https://www.correrjuntos.com/blog/soft-flasks-running,1,1,"index, follow",0,1,1,11,0,1,8,0,9,2,4,5,30,2,1,0,,4,51,2,1,1,1
/blog/soledad-del-runner,54,142,1,8,17,2109,https://www.correrjuntos.com/blog/soledad-del-runner,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,12,4,16,2,1,0,,4,50,1,1,1,1
/blog/strava-vs-garmin-connect,64,159,1,24,40,5495,https://www.correrjuntos.com/blog/strava-vs-garmin-connect,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,17,5,15,3,1,1,,4,67,2,1,1,1
/blog/tendinitis-aquiles-running,54,150,1,14,38,4474,https://www.correrjuntos.com/blog/tendinitis-aquiles-running,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,14,5,11,10,1,1,,2,49,2,1,1,1
/blog/ultra-trail-principiantes,54,157,1,10,17,1977,https://www.correrjuntos.com/blog/ultra-trail-principiantes,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,23,5,10,11,1,0,,3,58,2,1,1,0
/blog/unirse-grupo-running,56,160,1,13,26,2537,https://www.correrjuntos.com/blog/unirse-grupo-running,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,22,6,21,19,1,0,,5,68,3,1,1,1
/blog/variabilidad-cardiaca-running,63,155,1,20,39,7593,https://www.correrjuntos.com/blog/variabilidad-cardiaca-running,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,18,5,19,4,1,1,,4,69,3,1,1,1
/blog/volver-a-correr-despues-de-lesion,59,156,1,10,28,3512,https://www.correrjuntos.com/blog/volver-a-correr-despues-de-lesion,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,11,4,13,3,1,0,,3,47,1,1,1,0
/blog/wall-ball-hyrox-comprar,60,136,1,10,13,1903,https://www.correrjuntos.com/blog/wall-ball-hyrox-comprar,1,1,"index, follow",0,1,1,11,0,1,0,0,9,2,8,5,30,4,1,0,,4,54,2,1,1,0
/blog/zapatillas-deka-strong-atlas,63,139,1,9,9,1206,https://www.correrjuntos.com/blog/zapatillas-deka-strong-atlas,1,1,"index, follow",0,1,1,6,3,1,0,0,4,2,7,5,20,3,1,0,/blog/mejores-zapatillas-running,4,48,2,1,1,0
/blog/zapatillas-running-media-maraton,54,160,1,10,19,2006,https://www.correrjuntos.com/blog/zapatillas-running-media-maraton,1,1,"index, follow",0,1,1,10,7,1,0,0,8,2,23,5,28,9,1,0,,3,65,2,1,1,0
